ID	position	person	department	year	team
18474	Media Relations Coordinator	Rob Boulware	front office	1997	Pittsburgh_Steelers
18475	Assistant/Community Relations	Ron Miller	front office	1997	Pittsburgh_Steelers
18476	Football Operations	NA	front office	1997	Pittsburgh_Steelers
18477	Director of Football Operations	Tom Donahoe	front office	1997	Pittsburgh_Steelers
18478	Personnel Staff	NA	front office	1997	Pittsburgh_Steelers
18479	College Personnel Coordinator	Tom Modrak	front office	1997	Pittsburgh_Steelers
18480	Pro Personnel Coordinator	Charles Bailey	front office	1997	Pittsburgh_Steelers
18481	College Scout	Bob Lane	front office	1997	Pittsburgh_Steelers
18482	College Scout	Max McCartney	front office	1997	Pittsburgh_Steelers
18483	College Scout	Phil Kreidler	front office	1997	Pittsburgh_Steelers
18484	blesto college scout	mark gorscak	front office	1997	Pittsburgh_Steelers
18485	head coach	bill cowher	head coaches	1997	Pittsburgh_Steelers
18486	Offensive Coordinator	Chan Gailey	offensive coaches	1997	Pittsburgh_Steelers
18487	Wide Receivers	David Culley	offensive coaches	1997	Pittsburgh_Steelers
18488	Running Backs	Dick Hoak	offensive coaches	1997	Pittsburgh_Steelers
18489	Tight Ends	Mike Mularkey	offensive coaches	1997	Pittsburgh_Steelers
18490	Offensive Line	Kent Stephenson	offensive coaches	1997	Pittsburgh_Steelers
18491	Defensive Coordinator	Jim Haslett	strength and conditioning	1997	Pittsburgh_Steelers
18492	Linebackers	Mike Archer	strength and conditioning	1997	Pittsburgh_Steelers
18493	Defensive Backs	Tim Lewis	strength and conditioning	1997	Pittsburgh_Steelers
18494	defensive line	john mitchell	strength and conditioning	1997	Pittsburgh_Steelers
18495	Special Teams	Ron Zook	defensive coaches	1997	Pittsburgh_Steelers
18496	administrative assistant	lou spanos	defensive coaches	1997	Pittsburgh_Steelers
18497	Conditioning Coordinator	Chet Fuhrman	special teams coaches	1997	Pittsburgh_Steelers
18498	Medical Staff	NA	special teams coaches	1997	Pittsburgh_Steelers
18499	Ophthalmologist	Dr. Randy Beatty	special teams coaches	1997	Pittsburgh_Steelers
18500	Physician, Orthopedic	Dr. James P. Bradley	special teams coaches	1997	Pittsburgh_Steelers
18501	Neurological Surgery Consultant	Dr. Joseph Maroon	special teams coaches	1997	Pittsburgh_Steelers
18502	Physician, M.D.	Dr. Richard Rydze	special teams coaches	1997	Pittsburgh_Steelers
18503	Physician, Consultant	Dr. Abraham J. Twerski	special teams coaches	1997	Pittsburgh_Steelers
18504	Physician, M.D.	Dr. Anthony P. Yates	special teams coaches	1997	Pittsburgh_Steelers
18505	Training Staff	NA	special teams coaches	1997	Pittsburgh_Steelers
18506	Head Trainer	John Norwig	special teams coaches	1997	Pittsburgh_Steelers
18507	Assistant Trainer	Rick Burkholder	special teams coaches	1997	Pittsburgh_Steelers
18508	Equipment Manager	Rodgers Freyvogel	special teams coaches	1997	Pittsburgh_Steelers
18509	Field Manager	Rich Baker	special teams coaches	1997	Pittsburgh_Steelers
18510	Field/Equipment Assistant	Paul Gallagher	special teams coaches	1997	Pittsburgh_Steelers
18511	Equipment Consultant	Tony Parisi	special teams coaches	1997	Pittsburgh_Steelers
18512	Video Coordinator	Bob McCartney	special teams coaches	1997	Pittsburgh_Steelers
18513	Video Assistant	Pat Dolan	special teams coaches	1997	Pittsburgh_Steelers
18514	Player Development Coordinator	Anthony Griggs	special teams coaches	1997	Pittsburgh_Steelers
18515	Photographers	Mike Fabus, Bill Amatucci,Michael Drazdzinski[2]	special teams coaches	1997	Pittsburgh_Steelers
18516	President	Daniel M. Rooney	front office	1997	Houston_Texans
18517	Vice President	John R. McGinley	front office	1997	Houston_Texans
18518	Vice President	Arthur J. Rooney, Jr.	front office	1997	Houston_Texans
18519	Vice President and General Counsel	Arthur J. Rooney II	front office	1997	Houston_Texans
18520	Administration Advisor	Chuck Noll	front office	1997	Houston_Texans
18521	Director of Business	Mark Hart	front office	1997	Houston_Texans
18522	Business Coordinator	Dan Ferens	front office	1997	Houston_Texans
18523	Accounts Coordinator	Jim Ellenberger	front office	1997	Houston_Texans
18524	Office/Ticket Manager	Geraldine Glenn	front office	1997	Houston_Texans
18525	Marketing Coordinator	Mark Fuhrman	front office	1997	Houston_Texans
18526	Merchandising Manager	Tim Carey	front office	1997	Houston_Texans
18527	Assistant Marketing Manager	Lynne Molyneaux	front office	1997	Houston_Texans
18528	Media Relations Coordinator	Rob Boulware	front office	1997	Houston_Texans
18529	Assistant/Community Relations	Ron Miller	front office	1997	Houston_Texans
18530	Football Operations	NA	front office	1997	Houston_Texans
18531	Director of Football Operations	Tom Donahoe	front office	1997	Houston_Texans
18532	Personnel Staff	NA	front office	1997	Houston_Texans
18533	College Personnel Coordinator	Tom Modrak	front office	1997	Houston_Texans
18534	Pro Personnel Coordinator	Charles Bailey	front office	1997	Houston_Texans
18535	College Scout	Bob Lane	front office	1997	Houston_Texans
18536	College Scout	Max McCartney	front office	1997	Houston_Texans
18537	College Scout	Phil Kreidler	front office	1997	Houston_Texans
18538	blesto college scout	mark gorscak	front office	1997	Houston_Texans
18539	head coach	bill cowher	head coaches	1997	Houston_Texans
18540	Offensive Coordinator	Chan Gailey	offensive coaches	1997	Houston_Texans
18541	Wide Receivers	David Culley	offensive coaches	1997	Houston_Texans
18542	Running Backs	Dick Hoak	offensive coaches	1997	Houston_Texans
18543	Tight Ends	Mike Mularkey	offensive coaches	1997	Houston_Texans
18544	Offensive Line	Kent Stephenson	offensive coaches	1997	Houston_Texans
18545	Defensive Coordinator	Jim Haslett	strength and conditioning	1997	Houston_Texans
18546	Linebackers	Mike Archer	strength and conditioning	1997	Houston_Texans
18547	Defensive Backs	Tim Lewis	strength and conditioning	1997	Houston_Texans
18548	defensive line	john mitchell	strength and conditioning	1997	Houston_Texans
18549	Special Teams	Ron Zook	defensive coaches	1997	Houston_Texans
18550	administrative assistant	lou spanos	defensive coaches	1997	Houston_Texans
18551	Conditioning Coordinator	Chet Fuhrman	special teams coaches	1997	Houston_Texans
18552	Medical Staff	NA	special teams coaches	1997	Houston_Texans
18553	Ophthalmologist	Dr. Randy Beatty	special teams coaches	1997	Houston_Texans
18554	Physician, Orthopedic	Dr. James P. Bradley	special teams coaches	1997	Houston_Texans
18555	Neurological Surgery Consultant	Dr. Joseph Maroon	special teams coaches	1997	Houston_Texans
18556	Physician, M.D.	Dr. Richard Rydze	special teams coaches	1997	Houston_Texans
18557	Physician, Consultant	Dr. Abraham J. Twerski	special teams coaches	1997	Houston_Texans
18558	Physician, M.D.	Dr. Anthony P. Yates	special teams coaches	1997	Houston_Texans
18559	Training Staff	NA	special teams coaches	1997	Houston_Texans
18560	Head Trainer	John Norwig	special teams coaches	1997	Houston_Texans
18561	Assistant Trainer	Rick Burkholder	special teams coaches	1997	Houston_Texans
18562	Equipment Manager	Rodgers Freyvogel	special teams coaches	1997	Houston_Texans
18563	Field Manager	Rich Baker	special teams coaches	1997	Houston_Texans
18564	Field/Equipment Assistant	Paul Gallagher	special teams coaches	1997	Houston_Texans
18565	Equipment Consultant	Tony Parisi	special teams coaches	1997	Houston_Texans
18566	Video Coordinator	Bob McCartney	special teams coaches	1997	Houston_Texans
18567	Video Assistant	Pat Dolan	special teams coaches	1997	Houston_Texans
18568	Player Development Coordinator	Anthony Griggs	special teams coaches	1997	Houston_Texans
18569	Photographers	Mike Fabus, Bill Amatucci,Michael Drazdzinski[2]	special teams coaches	1997	Houston_Texans
18570	President Emeritus	Robert Irsay	front office	1997	Indianapolis_Colts
18571	Senior Executive Vice President/General Manager/COO	Jim Irsay	front office	1997	Indianapolis_Colts
18572	Vice President/Director of Football Operations	Bill Tobin	front office	1997	Indianapolis_Colts
18573	Assistant General Manager	Bob Terpening	front office	1997	Indianapolis_Colts
18574	Director of Pro Player Personnel	Clyde Powers	front office	1997	Indianapolis_Colts
18575	director of college player personnel	george boone	front office	1997	Indianapolis_Colts
18576	head coach	lindy infante	head coaches	1997	Indianapolis_Colts
18577	Running Backs	Gene Huey	offensive coaches	1997	Indianapolis_Colts
18578	Receivers	Jimmy Robinson	offensive coaches	1997	Indianapolis_Colts
18579	Tight Ends/Quality Control	Tom Batta	offensive coaches	1997	Indianapolis_Colts
18580	Offensive Line	Ron Blackledge	offensive coaches	1997	Indianapolis_Colts
18581	Assistant to the Offensive Line	Charlie Davis	offensive coaches	1997	Indianapolis_Colts
18582	Offensive Assistant/Assistant Quarterbacks	Buddy Geis	offensive coaches	1997	Indianapolis_Colts
18583	Defensive Coordinator	Jim Johnson	strength and conditioning	1997	Indianapolis_Colts
18584	Defensive Line	Greg Blache	strength and conditioning	1997	Indianapolis_Colts
18585	Linebackers	Chuck Bresnahan	strength and conditioning	1997	Indianapolis_Colts
18586	Secondary	Pat Thomas	strength and conditioning	1997	Indianapolis_Colts
18587	defensive assistant	fred bruney	strength and conditioning	1997	Indianapolis_Colts
18588	special teams	hank kuhlmann	defensive coaches	1997	Indianapolis_Colts
18589	Strength and Conditioning	Tom Zupancic	special teams coaches	1997	Indianapolis_Colts
18590	Chairman/President/Chief Executive Officer	Wayne Weaver	front office	1997	Jacksonville_Jaguars
18591	Senior Vice President of Football Operations	Michael Huyghue	front office	1997	Jacksonville_Jaguars
18592	Director of College Scouting	Rick Reiprish	front office	1997	Jacksonville_Jaguars
18593	Director of Pro Personnel	Ron Hill	front office	1997	Jacksonville_Jaguars
18594	Assistant Director of Pro Personnel	Fran Foley	front office	1997	Jacksonville_Jaguars
18595	College Scout	Louis Clark	front office	1997	Jacksonville_Jaguars
18596	college scout	rick mueller	front office	1997	Jacksonville_Jaguars
18597	head coach	tom coughlin	head coaches	1997	Jacksonville_Jaguars
18598	Offensive Coordinator	Chris Palmer	offensive coaches	1997	Jacksonville_Jaguars
18599	Running Backs	Jerald Ingram	offensive coaches	1997	Jacksonville_Jaguars
18600	Wide Receivers	Pete Carmichael	offensive coaches	1997	Jacksonville_Jaguars
18601	Tight Ends	John Alexander	offensive coaches	1997	Jacksonville_Jaguars
18602	Offensive Line	Mike Maser	offensive coaches	1997	Jacksonville_Jaguars
18603	Defensive Coordinator	Dick Jauron	strength and conditioning	1997	Jacksonville_Jaguars
18604	Defensive Line	John Pease	strength and conditioning	1997	Jacksonville_Jaguars
18605	Inside Linebackers	Steve Szabo	strength and conditioning	1997	Jacksonville_Jaguars
18606	Outside Linebackers	Lucious Selmon	strength and conditioning	1997	Jacksonville_Jaguars
18607	secondary	randy edsall	strength and conditioning	1997	Jacksonville_Jaguars
18608	Special Teams Coordinator	Larry Pasquale	defensive coaches	1997	Jacksonville_Jaguars
18609	assistant special teams	joe baker	defensive coaches	1997	Jacksonville_Jaguars
18610	Strength and Conditioning	Jerry Palmieri	special teams coaches	1997	Jacksonville_Jaguars
18611	Assistant Strength and Conditioning	Jeff Hurd	special teams coaches	1997	Jacksonville_Jaguars
18612	Chairman/President/Chief Executive Officer	Wayne Weaver	front office	1997	Tennessee_Titans
18613	Senior Vice President of Football Operations	Michael Huyghue	front office	1997	Tennessee_Titans
18614	Director of College Scouting	Rick Reiprish	front office	1997	Tennessee_Titans
18615	Director of Pro Personnel	Ron Hill	front office	1997	Tennessee_Titans
18616	Assistant Director of Pro Personnel	Fran Foley	front office	1997	Tennessee_Titans
18617	College Scout	Louis Clark	front office	1997	Tennessee_Titans
18618	college scout	rick mueller	front office	1997	Tennessee_Titans
18619	head coach	tom coughlin	head coaches	1997	Tennessee_Titans
18620	Offensive Coordinator	Chris Palmer	offensive coaches	1997	Tennessee_Titans
18621	Running Backs	Jerald Ingram	offensive coaches	1997	Tennessee_Titans
18622	Wide Receivers	Pete Carmichael	offensive coaches	1997	Tennessee_Titans
18623	Tight Ends	John Alexander	offensive coaches	1997	Tennessee_Titans
18624	Offensive Line	Mike Maser	offensive coaches	1997	Tennessee_Titans
18625	Defensive Coordinator	Dick Jauron	strength and conditioning	1997	Tennessee_Titans
18626	Defensive Line	John Pease	strength and conditioning	1997	Tennessee_Titans
18627	Inside Linebackers	Steve Szabo	strength and conditioning	1997	Tennessee_Titans
18628	Outside Linebackers	Lucious Selmon	strength and conditioning	1997	Tennessee_Titans
18629	secondary	randy edsall	strength and conditioning	1997	Tennessee_Titans
18630	Special Teams Coordinator	Larry Pasquale	defensive coaches	1997	Tennessee_Titans
18631	assistant special teams	joe baker	defensive coaches	1997	Tennessee_Titans
18632	Strength and Conditioning	Jerry Palmieri	special teams coaches	1997	Tennessee_Titans
18633	Assistant Strength and Conditioning	Jeff Hurd	special teams coaches	1997	Tennessee_Titans
18634	Chairman/President/Chief Executive Officer	Wayne Weaver	front office	1997	Houston_Oilers
18635	Senior Vice President of Football Operations	Michael Huyghue	front office	1997	Houston_Oilers
18636	Director of College Scouting	Rick Reiprish	front office	1997	Houston_Oilers
18637	Director of Pro Personnel	Ron Hill	front office	1997	Houston_Oilers
18638	Assistant Director of Pro Personnel	Fran Foley	front office	1997	Houston_Oilers
18639	College Scout	Louis Clark	front office	1997	Houston_Oilers
18640	college scout	rick mueller	front office	1997	Houston_Oilers
18641	head coach	tom coughlin	head coaches	1997	Houston_Oilers
18642	Offensive Coordinator	Chris Palmer	offensive coaches	1997	Houston_Oilers
18643	Running Backs	Jerald Ingram	offensive coaches	1997	Houston_Oilers
18644	Wide Receivers	Pete Carmichael	offensive coaches	1997	Houston_Oilers
18645	Tight Ends	John Alexander	offensive coaches	1997	Houston_Oilers
18646	Offensive Line	Mike Maser	offensive coaches	1997	Houston_Oilers
18647	Defensive Coordinator	Dick Jauron	strength and conditioning	1997	Houston_Oilers
18648	Defensive Line	John Pease	strength and conditioning	1997	Houston_Oilers
18649	Inside Linebackers	Steve Szabo	strength and conditioning	1997	Houston_Oilers
18650	Outside Linebackers	Lucious Selmon	strength and conditioning	1997	Houston_Oilers
18651	secondary	randy edsall	strength and conditioning	1997	Houston_Oilers
18652	Special Teams Coordinator	Larry Pasquale	defensive coaches	1997	Houston_Oilers
18653	assistant special teams	joe baker	defensive coaches	1997	Houston_Oilers
18654	Strength and Conditioning	Jerry Palmieri	special teams coaches	1997	Houston_Oilers
18655	Assistant Strength and Conditioning	Jeff Hurd	special teams coaches	1997	Houston_Oilers
18656	President and Chief Executive Officer	Pat Bowlen	front office	1997	Denver_Broncos
18657	General Manager	John Beake	front office	1997	Denver_Broncos
18658	Director of Player Personnel	Neal Dahlen	front office	1997	Denver_Broncos
18659	Director of Pro Scouting	Jack Elway	front office	1997	Denver_Broncos
18660	Director of College Scouting	Ted Sundquist	front office	1997	Denver_Broncos
18661	College Scouting Consultant	Jerry Frei	front office	1997	Denver_Broncos
18662	college scout	dave gettleman	front office	1997	Denver_Broncos
18663	Head Coach	Mike Shanahan	head coaches	1997	Denver_Broncos
18664	assistant head coach/offensive line	alex gibbs	head coaches	1997	Denver_Broncos
18665	Offensive Coordinator/Quarterbacks	Gary Kubiak	offensive coaches	1997	Denver_Broncos
18666	Running Backs	Bobby Turner	offensive coaches	1997	Denver_Broncos
18667	Wide Receivers	Mike Heimerdinger	offensive coaches	1997	Denver_Broncos
18668	Tight Ends	Brian Pariani	offensive coaches	1997	Denver_Broncos
18669	Assistant Offensive Line	Barney Chavous	offensive coaches	1997	Denver_Broncos
18670	Offensive Assistant	Dwain Painter	offensive coaches	1997	Denver_Broncos
18671	Offensive Assistant	Ricky Porter	offensive coaches	1997	Denver_Broncos
18672	Defensive Coordinator	Greg Robinson	strength and conditioning	1997	Denver_Broncos
18673	Defensive Line	George Dyer	strength and conditioning	1997	Denver_Broncos
18674	Linebackers	Frank Bush	strength and conditioning	1997	Denver_Broncos
18675	Defensive Backs/Secondary	Ed Donatell	strength and conditioning	1997	Denver_Broncos
18676	Defensive Assistant	Rick Smith	strength and conditioning	1997	Denver_Broncos
18677	pass rush specialist	john teerlinck	strength and conditioning	1997	Denver_Broncos
18678	special teams	rick dennison	defensive coaches	1997	Denver_Broncos
18679	Strength and Conditioning	Rich Tuten	special teams coaches	1997	Denver_Broncos
18680	Assistant Strength and Conditioning	Greg Saporta	special teams coaches	1997	Denver_Broncos
18681	Strength Assistant	Barney Chavous	special teams coaches	1997	Denver_Broncos
18682	Founder	Lamar Hunt	front office	1997	Kansas_City_Chiefs
18683	Chairman of the Board	Jack Steadman	front office	1997	Kansas_City_Chiefs
18684	President/General Manager/Chief Executive Officer	Carl Peterson	front office	1997	Kansas_City_Chiefs
18685	Executive Vice President/Assistant General Manager	Dennis Thum	front office	1997	Kansas_City_Chiefs
18686	administrative assistant to the head coach	russ ball	front office	1997	Kansas_City_Chiefs
18687	Head Coach	Marty Schottenheimer	head coaches	1997	Kansas_City_Chiefs
18688	assistant head coach/wide receivers	al saunders	head coaches	1997	Kansas_City_Chiefs
18689	Offensive Coordinator	Paul Hackett	offensive coaches	1997	Kansas_City_Chiefs
18690	Quarterbacks	Mike McCarthy	offensive coaches	1997	Kansas_City_Chiefs
18691	Running Backs	Jimmy Raye	offensive coaches	1997	Kansas_City_Chiefs
18692	Tight Ends/Offensive Assistant	Jim Erkenbeck	offensive coaches	1997	Kansas_City_Chiefs
18693	Offensive Line	Mike Solari	offensive coaches	1997	Kansas_City_Chiefs
18694	Defensive Coordinator/Linebackers	Gunther Cunningham	strength and conditioning	1997	Kansas_City_Chiefs
18695	Defensive Line	Bob Karmelowicz	strength and conditioning	1997	Kansas_City_Chiefs
18696	Defensive Backs	Kurt Schottenheimer	strength and conditioning	1997	Kansas_City_Chiefs
18697	Defensive Assistant/Special Teams	Woodrow Lowe	strength and conditioning	1997	Kansas_City_Chiefs
18698	defensive assistant/quality control	darvin wallis	strength and conditioning	1997	Kansas_City_Chiefs
18699	special teams	mike stock	defensive coaches	1997	Kansas_City_Chiefs
18700	Strength and Conditioning	Dave Redding	special teams coaches	1997	Kansas_City_Chiefs
18701	Strength and Conditioning	Matt Schiotz	special teams coaches	1997	Kansas_City_Chiefs
18702	Assistant Strength and Conditioning	Roberto Parker	special teams coaches	1997	Kansas_City_Chiefs
18703	Founder	Lamar Hunt	front office	1997	Los_Angeles_Chargers
18704	Chairman of the Board	Jack Steadman	front office	1997	Los_Angeles_Chargers
18705	President/General Manager/Chief Executive Officer	Carl Peterson	front office	1997	Los_Angeles_Chargers
18706	Executive Vice President/Assistant General Manager	Dennis Thum	front office	1997	Los_Angeles_Chargers
18707	administrative assistant to the head coach	russ ball	front office	1997	Los_Angeles_Chargers
18708	Head Coach	Marty Schottenheimer	head coaches	1997	Los_Angeles_Chargers
18709	assistant head coach/wide receivers	al saunders	head coaches	1997	Los_Angeles_Chargers
18710	Offensive Coordinator	Paul Hackett	offensive coaches	1997	Los_Angeles_Chargers
18711	Quarterbacks	Mike McCarthy	offensive coaches	1997	Los_Angeles_Chargers
18712	Running Backs	Jimmy Raye	offensive coaches	1997	Los_Angeles_Chargers
18713	Tight Ends/Offensive Assistant	Jim Erkenbeck	offensive coaches	1997	Los_Angeles_Chargers
18714	Offensive Line	Mike Solari	offensive coaches	1997	Los_Angeles_Chargers
18715	Defensive Coordinator/Linebackers	Gunther Cunningham	strength and conditioning	1997	Los_Angeles_Chargers
18716	Defensive Line	Bob Karmelowicz	strength and conditioning	1997	Los_Angeles_Chargers
18717	Defensive Backs	Kurt Schottenheimer	strength and conditioning	1997	Los_Angeles_Chargers
18718	Defensive Assistant/Special Teams	Woodrow Lowe	strength and conditioning	1997	Los_Angeles_Chargers
18719	defensive assistant/quality control	darvin wallis	strength and conditioning	1997	Los_Angeles_Chargers
18720	special teams	mike stock	defensive coaches	1997	Los_Angeles_Chargers
18721	Strength and Conditioning	Dave Redding	special teams coaches	1997	Los_Angeles_Chargers
18722	Strength and Conditioning	Matt Schiotz	special teams coaches	1997	Los_Angeles_Chargers
18723	Assistant Strength and Conditioning	Roberto Parker	special teams coaches	1997	Los_Angeles_Chargers
18724	Chairman of the board	Alex Spanos	front office	1997	San_Diego_Chargers
18725	President/vice chairman	Dean Spanos	front office	1997	San_Diego_Chargers
18726	General manager	Bobby Beathard	front office	1997	San_Diego_Chargers
18727	Director of player personnel	Billy Devaney	front office	1997	San_Diego_Chargers
18728	Director of pro personnel	Rudy Feldman	front office	1997	San_Diego_Chargers
18729	coordinator of football operations	marty hurney	front office	1997	San_Diego_Chargers
18730	Head coach	Kevin Gilbride	head coaches	1997	San_Diego_Chargers
18731	assistant head coach	nick nicolau	head coaches	1997	San_Diego_Chargers
18732	Offensive coordinator	Mike Sheppard	offensive coaches	1997	San_Diego_Chargers
18733	Running backs	Ollie Wilson	offensive coaches	1997	San_Diego_Chargers
18734	Wide receivers	Tyrone Dixon	offensive coaches	1997	San_Diego_Chargers
18735	Tight Ends	Bill MacDermott	offensive coaches	1997	San_Diego_Chargers
18736	Offensive line	George DeLeone	offensive coaches	1997	San_Diego_Chargers
18737	Offensive assistant	Mike Cavanaugh	offensive coaches	1997	San_Diego_Chargers
18738	Defensive coordinator	Joe Pascale	strength and conditioning	1997	San_Diego_Chargers
18739	Defensive line	Wayne Nunnely	strength and conditioning	1997	San_Diego_Chargers
18740	Linebackers	Jim Vechiarella	strength and conditioning	1997	San_Diego_Chargers
18741	Defensive backs	Rod Perry	strength and conditioning	1997	San_Diego_Chargers
18742	defensive assistant	kevin lempa	strength and conditioning	1997	San_Diego_Chargers
18743	special teams	frank novak	defensive coaches	1997	San_Diego_Chargers
18744	Strength and conditioning	John Hastings	special teams coaches	1997	San_Diego_Chargers
18745	Owner/Chief Executive Officer	Jeffrey Lurie	front office	1997	Philadelphia_Eagles
18746	Executive Vice President	Joe Banner	front office	1997	Philadelphia_Eagles
18747	director of football operations	dick daniels	front office	1997	Philadelphia_Eagles
18748	head coach	ray rhodes	head coaches	1997	Philadelphia_Eagles
18749	Offensive Coordinator	Jon Gruden	offensive coaches	1997	Philadelphia_Eagles
18750	Quarterbacks	Sean Payton	offensive coaches	1997	Philadelphia_Eagles
18751	Running Backs	Ted Williams	offensive coaches	1997	Philadelphia_Eagles
18752	Wide Receivers	Gerald Carr	offensive coaches	1997	Philadelphia_Eagles
18753	Tight Ends	Juan Castillo	offensive coaches	1997	Philadelphia_Eagles
18754	Offensive Line	Bill Callahan	offensive coaches	1997	Philadelphia_Eagles
18755	Quality Control	David Shaw	offensive coaches	1997	Philadelphia_Eagles
18756	Defensive Coordinator	Emmitt Thomas	strength and conditioning	1997	Philadelphia_Eagles
18757	Defensive Line	Mike Trgovac	strength and conditioning	1997	Philadelphia_Eagles
18758	Linebackers	Joe Vitt	strength and conditioning	1997	Philadelphia_Eagles
18759	Defensive Backs	Danny Smith	strength and conditioning	1997	Philadelphia_Eagles
18760	defensive assistant	chuck knox jr.	strength and conditioning	1997	Philadelphia_Eagles
18761	special teams	joe wessel	defensive coaches	1997	Philadelphia_Eagles
18762	Strength and Conditioning	Mike Wolf	special teams coaches	1997	Philadelphia_Eagles
18763	Assistant Strength and Conditioning	Tom Kanavy	special teams coaches	1997	Philadelphia_Eagles
18764	Volunteer Strength and Conditioning	Kevin Tolbert	special teams coaches	1997	Philadelphia_Eagles
18765	President	John Kent Cooke	front office	1997	Washington_Redskins
18766	General Manager	Charley Casserly	front office	1997	Washington_Redskins
18767	assistant general manager	bobby mitchell	front office	1997	Washington_Redskins
18768	head coach	norv turner	head coaches	1997	Washington_Redskins
18769	Quarterbacks	Mike Martz	offensive coaches	1997	Washington_Redskins
18770	Running Backs	Bobby Jackson	offensive coaches	1997	Washington_Redskins
18771	Wide Receivers	Terry Robiskie	offensive coaches	1997	Washington_Redskins
18772	Tight Ends	Mike Pope	offensive coaches	1997	Washington_Redskins
18773	Offensive Line	Russ Grimm	offensive coaches	1997	Washington_Redskins
18774	Defensive Coordinator	Mike Nolan	strength and conditioning	1997	Washington_Redskins
18775	Defensive Line	Earl Leggett	strength and conditioning	1997	Washington_Redskins
18776	Linebackers	Dale Lindsey	strength and conditioning	1997	Washington_Redskins
18777	Defensive Backs	Tom Hayes	strength and conditioning	1997	Washington_Redskins
18778	defensive assistant	lecharls mcdaniel	strength and conditioning	1997	Washington_Redskins
18779	special teams	pete rodriguez	defensive coaches	1997	Washington_Redskins
18780	Strength	Dan Riley	special teams coaches	1997	Washington_Redskins
18781	Conditioning Director	Jason Arapoff	special teams coaches	1997	Washington_Redskins
18782	Chairman of the Board	Ed McCaskey	front office	1997	Chicago_Bears
18783	President and Chief Executive Officer	Michael McCaskey	front office	1997	Chicago_Bears
18784	Vice President of Operations	Ted Phillips	front office	1997	Chicago_Bears
18785	Vice President of Player Personnel	Mark Hatley	front office	1997	Chicago_Bears
18786	Director of College Scouting	Bill Rees	front office	1997	Chicago_Bears
18787	Director of Pro Personnel	Rick Spielman	front office	1997	Chicago_Bears
18788	director of research and quality control	eric studesville	front office	1997	Chicago_Bears
18789	Head Coach	Dave Wannstedt	head coaches	1997	Chicago_Bears
18790	assistant head coach	tony wise	head coaches	1997	Chicago_Bears
18791	Offensive Coordinator/Quarterbacks	Matt Cavanaugh	offensive coaches	1997	Chicago_Bears
18792	Running Backs	Willie Peete	offensive coaches	1997	Chicago_Bears
18793	Wide Receivers	Ivan Fears	offensive coaches	1997	Chicago_Bears
18794	Tight Ends	Ted Plumb	offensive coaches	1997	Chicago_Bears
18795	Offensive Line	Tony Wise	offensive coaches	1997	Chicago_Bears
18796	Defensive Coordinator/Linebackers	Bob Slowik	strength and conditioning	1997	Chicago_Bears
18797	Defensive Line	Clarence Brooks	strength and conditioning	1997	Chicago_Bears
18798	Defensive Backs	Carlos Mainord	strength and conditioning	1997	Chicago_Bears
18799	defensive assistant	greg schiano	strength and conditioning	1997	Chicago_Bears
18800	special teams	keith armstrong	defensive coaches	1997	Chicago_Bears
18801	Physical Development Coordinator	Russ Riederer	special teams coaches	1997	Chicago_Bears
18802	Assistant Physical Development Coordinator	Steve Little	special teams coaches	1997	Chicago_Bears
18803	Chairman and President	William Clay Ford, Sr.	front office	1997	Detroit_Lions
18804	Vice Chairman	William Clay Ford, Jr.	front office	1997	Detroit_Lions
18805	Executive Vice President and Chief Operating Officer	Chuck Schmidt	front office	1997	Detroit_Lions
18806	Vice President of Player Personnel	Ron Hughes	front office	1997	Detroit_Lions
18807	Vice President of Football Administration	Larry Lee	front office	1997	Detroit_Lions
18808	director of pro scouting	kevin colbert	front office	1997	Detroit_Lions
18809	head coach	bobby ross	head coaches	1997	Detroit_Lions
18810	Offensive Coordinator	Sylvester Croom	offensive coaches	1997	Detroit_Lions
18811	Quarterbacks	Marc Trestman	offensive coaches	1997	Detroit_Lions
18812	Running Backs	Frank Falks	offensive coaches	1997	Detroit_Lions
18813	Wide Receivers	Jerry Sullivan	offensive coaches	1997	Detroit_Lions
18814	Tight Ends	Bob Palcic	offensive coaches	1997	Detroit_Lions
18815	Offensive Line	Jack Henry	offensive coaches	1997	Detroit_Lions
18816	Quality Control–Offense/Administrative Assistant	John Misciagna	offensive coaches	1997	Detroit_Lions
18817	Defensive Coordinator	Larry Peccatiello	strength and conditioning	1997	Detroit_Lions
18818	Defensive Line	Brian Baker	strength and conditioning	1997	Detroit_Lions
18819	Linebackers	Gary Moeller	strength and conditioning	1997	Detroit_Lions
18820	Secondary	Richard Selcer	strength and conditioning	1997	Detroit_Lions
18821	Defensive Assistant/Assistant Strength	Don Clemons	strength and conditioning	1997	Detroit_Lions
18822	quality control–defense	dennis murphy	strength and conditioning	1997	Detroit_Lions
18823	Special Teams	Chuck Priefer	defensive coaches	1997	Detroit_Lions
18824	offensive/special teams assistant	stan kwan	defensive coaches	1997	Detroit_Lions
18825	Strength and Conditioning	Bert Hill	special teams coaches	1997	Detroit_Lions
18826	President and Chief Executive Officer	Bob Harlan	front office	1997	Green_Bay_Packers
18827	Executive Vice President and General Manager	Ron Wolf	front office	1997	Green_Bay_Packers
18828	Vice President of Administration and Chief Financial Officer	Mike Reinfeldt	front office	1997	Green_Bay_Packers
